#Terminal (i)	Terminal (j)	From time (i)	To time (j)	Node (i)	Node (j)	Transport time [TA]	Container Cost [TA]	Train length [TA]	Train cost [TA]	Rail Line Daily Capacity [TA]
5	10	5	10	105	235	5	1615	50	5632	0
5	10	6	11	130	260	5	1615	50	5632	0
5	10	7	12	155	285	5	1615	50	5632	0
5	10	8	13	180	310	5	1615	50	5632	0
5	10	9	14	205	335	5	1615	50	5632	0
5	10	10	15	230	360	5	1615	50	5632	0
5	10	11	16	255	385	5	1615	50	5632	0
5	10	12	17	280	410	5	1615	50	5632	0
5	10	13	18	305	435	5	1615	50	5632	0
5	10	14	19	330	460	5	1615	50	5632	0
5	10	15	20	355	485	5	1615	50	5632	0
5	10	16	21	380	510	5	1615	50	5632	0
5	10	17	22	405	535	5	1615	50	5632	0
5	10	18	23	430	560	5	1615	50	5632	0
5	10	19	24	455	585	5	1615	50	5632	0
5	10	20	25	480	610	5	1615	50	5632	0
5	10	21	26	505	635	5	1615	50	5632	0
5	10	22	27	530	660	5	1615	50	5632	0
5	10	23	28	555	685	5	1615	50	5632	0
5	10	24	29	580	710	5	1615	50	5632	0
5	10	25	30	605	735	5	1615	50	5632	0
5	10	26	31	630	760	5	1615	50	5632	0
5	10	27	32	655	785	5	1615	50	5632	0
5	10	28	33	680	810	5	1615	50	5632	0
5	10	29	34	705	835	5	1615	50	5632	0
5	10	30	35	730	860	5	1615	50	5632	0
5	10	31	36	755	885	5	1615	50	5632	0
5	10	32	37	780	910	5	1615	50	5632	0
5	10	33	38	805	935	5	1615	50	5632	0
5	10	34	39	830	960	5	1615	50	5632	0
5	10	35	40	855	985	5	1615	50	5632	0
5	11	1	5	5	111	4	1613	50	5114	5
5	11	2	6	30	136	4	1613	50	5114	5
5	11	3	7	55	161	4	1613	50	5114	5
5	11	4	8	80	186	4	1613	50	5114	5
5	11	5	9	105	211	4	1613	50	5114	5
5	11	6	10	130	236	4	1613	50	5114	5
5	11	7	11	155	261	4	1613	50	5114	5
5	11	8	12	180	286	4	1613	50	5114	5
5	11	9	13	205	311	4	1613	50	5114	5
5	11	10	14	230	336	4	1613	50	5114	5
5	11	11	15	255	361	4	1613	50	5114	5
5	11	12	16	280	386	4	1613	50	5114	5
5	11	13	17	305	411	4	1613	50	5114	5
5	11	14	18	330	436	4	1613	50	5114	5
5	11	15	19	355	461	4	1613	50	5114	5
5	11	16	20	380	486	4	1613	50	5114	5
5	11	17	21	405	511	4	1613	50	5114	5
5	11	18	22	430	536	4	1613	50	5114	5
5	11	19	23	455	561	4	1613	50	5114	5
5	11	20	24	480	586	4	1613	50	5114	5
5	11	21	25	505	611	4	1613	50	5114	5
5	11	22	26	530	636	4	1613	50	5114	5
5	11	23	27	555	661	4	1613	50	5114	5
5	11	24	28	580	686	4	1613	50	5114	5
5	11	25	29	605	711	4	1613	50	5114	5
5	11	26	30	630	736	4	1613	50	5114	5
5	11	27	31	655	761	4	1613	50	5114	5
5	11	28	32	680	786	4	1613	50	5114	5
5	11	29	33	705	811	4	1613	50	5114	5
5	11	30	34	730	836	4	1613	50	5114	5
5	11	31	35	755	861	4	1613	50	5114	5
5	11	32	36	780	886	4	1613	50	5114	5
5	11	33	37	805	911	4	1613	50	5114	5
5	11	34	38	830	936	4	1613	50	5114	5
5	11	35	39	855	961	4	1613	50	5114	5
5	11	36	40	880	986	4	1613	50	5114	5
5	12	1	6	5	137	5	1564	50	5090	5
5	12	2	7	30	162	5	1564	50	5090	5
5	12	3	8	55	187	5	1564	50	5090	5
5	12	4	9	80	212	5	1564	50	5090	5
5	12	5	10	105	237	5	1564	50	5090	5
5	12	6	11	130	262	5	1564	50	5090	5
5	12	7	12	155	287	5	1564	50	5090	5
5	12	8	13	180	312	5	1564	50	5090	5
5	12	9	14	205	337	5	1564	50	5090	5
5	12	10	15	230	362	5	1564	50	5090	5
5	12	11	16	255	387	5	1564	50	5090	5
5	12	12	17	280	412	5	1564	50	5090	5
5	12	13	18	305	437	5	1564	50	5090	5
5	12	14	19	330	462	5	1564	50	5090	5
5	12	15	20	355	487	5	1564	50	5090	5
5	12	16	21	380	512	5	1564	50	5090	5
5	12	17	22	405	537	5	1564	50	5090	5
5	12	18	23	430	562	5	1564	50	5090	5
5	12	19	24	455	587	5	1564	50	5090	5
5	12	20	25	480	612	5	1564	50	5090	5
5	12	21	26	505	637	5	1564	50	5090	5
5	12	22	27	530	662	5	1564	50	5090	5
5	12	23	28	555	687	5	1564	50	5090	5
5	12	24	29	580	712	5	1564	50	5090	5
5	12	25	30	605	737	5	1564	50	5090	5
5	12	26	31	630	762	5	1564	50	5090	5
5	12	27	32	655	787	5	1564	50	5090	5
5	12	28	33	680	812	5	1564	50	5090	5
5	12	29	34	705	837	5	1564	50	5090	5
5	12	30	35	730	862	5	1564	50	5090	5
5	12	31	36	755	887	5	1564	50	5090	5
5	12	32	37	780	912	5	1564	50	5090	5
5	12	33	38	805	937	5	1564	50	5090	5
5	12	34	39	830	962	5	1564	50	5090	5
5	12	35	40	855	987	5	1564	50	5090	5
5	13	1	5	5	113	4	1585	50	5530	10
5	13	2	6	30	138	4	1585	50	5530	10
5	13	3	7	55	163	4	1585	50	5530	10
5	13	4	8	80	188	4	1585	50	5530	10
5	13	5	9	105	213	4	1585	50	5530	10
5	13	6	10	130	238	4	1585	50	5530	10
5	13	7	11	155	263	4	1585	50	5530	10
5	13	8	12	180	288	4	1585	50	5530	10
5	13	9	13	205	313	4	1585	50	5530	10
5	13	10	14	230	338	4	1585	50	5530	10
5	13	11	15	255	363	4	1585	50	5530	10
5	13	12	16	280	388	4	1585	50	5530	10
5	13	13	17	305	413	4	1585	50	5530	10
5	13	14	18	330	438	4	1585	50	5530	10
5	13	15	19	355	463	4	1585	50	5530	10
5	13	16	20	380	488	4	1585	50	5530	10
5	13	17	21	405	513	4	1585	50	5530	10
5	13	18	22	430	538	4	1585	50	5530	10
5	13	19	23	455	563	4	1585	50	5530	10
5	13	20	24	480	588	4	1585	50	5530	10
5	13	21	25	505	613	4	1585	50	5530	10
5	13	22	26	530	638	4	1585	50	5530	10
5	13	23	27	555	663	4	1585	50	5530	10
5	13	24	28	580	688	4	1585	50	5530	10
5	13	25	29	605	713	4	1585	50	5530	10
5	13	26	30	630	738	4	1585	50	5530	10
5	13	27	31	655	763	4	1585	50	5530	10
5	13	28	32	680	788	4	1585	50	5530	10
5	13	29	33	705	813	4	1585	50	5530	10
5	13	30	34	730	838	4	1585	50	5530	10
5	13	31	35	755	863	4	1585	50	5530	10
5	13	32	36	780	888	4	1585	50	5530	10
5	13	33	37	805	913	4	1585	50	5530	10
5	13	34	38	830	938	4	1585	50	5530	10
5	13	35	39	855	963	4	1585	50	5530	10
5	13	36	40	880	988	4	1585	50	5530	10
6	10	1	5	6	110	4	1671	50	5921	0
6	10	2	6	31	135	4	1671	50	5921	0
6	10	3	7	56	160	4	1671	50	5921	0
6	10	4	8	81	185	4	1671	50	5921	0
6	10	5	9	106	210	4	1671	50	5921	0
6	10	6	10	131	235	4	1671	50	5921	0
6	10	7	11	156	260	4	1671	50	5921	0
6	10	8	12	181	285	4	1671	50	5921	0
6	10	9	13	206	310	4	1671	50	5921	0
6	10	10	14	231	335	4	1671	50	5921	0
6	10	11	15	256	360	4	1671	50	5921	0
6	10	12	16	281	385	4	1671	50	5921	0
6	10	13	17	306	410	4	1671	50	5921	0
6	10	14	18	331	435	4	1671	50	5921	0
6	10	15	19	356	460	4	1671	50	5921	0
6	10	16	20	381	485	4	1671	50	5921	0
6	10	17	21	406	510	4	1671	50	5921	0
6	10	18	22	431	535	4	1671	50	5921	0
6	10	19	23	456	560	4	1671	50	5921	0
6	10	20	24	481	585	4	1671	50	5921	0
6	10	21	25	506	610	4	1671	50	5921	0
6	10	22	26	531	635	4	1671	50	5921	0
6	10	23	27	556	660	4	1671	50	5921	0
6	10	24	28	581	685	4	1671	50	5921	0
6	10	25	29	606	710	4	1671	50	5921	0
6	10	26	30	631	735	4	1671	50	5921	0
6	10	27	31	656	760	4	1671	50	5921	0
6	10	28	32	681	785	4	1671	50	5921	0
6	10	29	33	706	810	4	1671	50	5921	0
6	10	30	34	731	835	4	1671	50	5921	0
6	10	31	35	756	860	4	1671	50	5921	0
6	10	32	36	781	885	4	1671	50	5921	0
6	10	33	37	806	910	4	1671	50	5921	0
6	10	34	38	831	935	4	1671	50	5921	0
6	10	35	39	856	960	4	1671	50	5921	0
6	10	36	40	881	985	4	1671	50	5921	0
6	11	1	5	6	111	4	1685	50	5802	0
6	11	2	6	31	136	4	1685	50	5802	0
6	11	3	7	56	161	4	1685	50	5802	0
6	11	4	8	81	186	4	1685	50	5802	0
6	11	5	9	106	211	4	1685	50	5802	0
6	11	6	10	131	236	4	1685	50	5802	0
6	11	7	11	156	261	4	1685	50	5802	0
6	11	8	12	181	286	4	1685	50	5802	0
6	11	9	13	206	311	4	1685	50	5802	0
6	11	10	14	231	336	4	1685	50	5802	0
6	11	11	15	256	361	4	1685	50	5802	0
6	11	12	16	281	386	4	1685	50	5802	0
6	11	13	17	306	411	4	1685	50	5802	0
6	11	14	18	331	436	4	1685	50	5802	0
6	11	15	19	356	461	4	1685	50	5802	0
6	11	16	20	381	486	4	1685	50	5802	0
6	11	17	21	406	511	4	1685	50	5802	0
6	11	18	22	431	536	4	1685	50	5802	0
6	11	19	23	456	561	4	1685	50	5802	0
6	11	20	24	481	586	4	1685	50	5802	0
6	11	21	25	506	611	4	1685	50	5802	0
6	11	22	26	531	636	4	1685	50	5802	0
6	11	23	27	556	661	4	1685	50	5802	0
6	11	24	28	581	686	4	1685	50	5802	0
6	11	25	29	606	711	4	1685	50	5802	0
6	11	26	30	631	736	4	1685	50	5802	0
6	11	27	31	656	761	4	1685	50	5802	0
6	11	28	32	681	786	4	1685	50	5802	0
6	11	29	33	706	811	4	1685	50	5802	0
6	11	30	34	731	836	4	1685	50	5802	0
6	11	31	35	756	861	4	1685	50	5802	0
6	11	32	36	781	886	4	1685	50	5802	0
6	11	33	37	806	911	4	1685	50	5802	0
6	11	34	38	831	936	4	1685	50	5802	0
6	11	35	39	856	961	4	1685	50	5802	0
6	11	36	40	881	986	4	1685	50	5802	0
6	12	1	5	6	112	4	1550	50	5208	0
6	12	2	6	31	137	4	1550	50	5208	0
6	12	3	7	56	162	4	1550	50	5208	0
6	12	4	8	81	187	4	1550	50	5208	0
6	12	5	9	106	212	4	1550	50	5208	0
6	12	6	10	131	237	4	1550	50	5208	0
6	12	7	11	156	262	4	1550	50	5208	0
6	12	8	12	181	287	4	1550	50	5208	0
6	12	9	13	206	312	4	1550	50	5208	0
6	12	10	14	231	337	4	1550	50	5208	0
6	12	11	15	256	362	4	1550	50	5208	0
6	12	12	16	281	387	4	1550	50	5208	0
6	12	13	17	306	412	4	1550	50	5208	0
6	12	14	18	331	437	4	1550	50	5208	0
6	12	15	19	356	462	4	1550	50	5208	0
6	12	16	20	381	487	4	1550	50	5208	0
6	12	17	21	406	512	4	1550	50	5208	0
6	12	18	22	431	537	4	1550	50	5208	0
6	12	19	23	456	562	4	1550	50	5208	0
6	12	20	24	481	587	4	1550	50	5208	0
6	12	21	25	506	612	4	1550	50	5208	0
6	12	22	26	531	637	4	1550	50	5208	0
6	12	23	27	556	662	4	1550	50	5208	0
6	12	24	28	581	687	4	1550	50	5208	0
6	12	25	29	606	712	4	1550	50	5208	0
6	12	26	30	631	737	4	1550	50	5208	0
6	12	27	31	656	762	4	1550	50	5208	0
6	12	28	32	681	787	4	1550	50	5208	0
6	12	29	33	706	812	4	1550	50	5208	0
6	12	30	34	731	837	4	1550	50	5208	0
6	12	31	35	756	862	4	1550	50	5208	0
6	12	32	36	781	887	4	1550	50	5208	0
6	12	33	37	806	912	4	1550	50	5208	0
6	12	34	38	831	937	4	1550	50	5208	0
6	12	35	39	856	962	4	1550	50	5208	0
6	12	36	40	881	987	4	1550	50	5208	0
6	13	1	5	6	113	4	1513	50	5327	10
6	13	2	6	31	138	4	1513	50	5327	10
6	13	3	7	56	163	4	1513	50	5327	10
6	13	4	8	81	188	4	1513	50	5327	10
6	13	5	9	106	213	4	1513	50	5327	10
6	13	6	10	131	238	4	1513	50	5327	10
6	13	7	11	156	263	4	1513	50	5327	10
6	13	8	12	181	288	4	1513	50	5327	10
6	13	9	13	206	313	4	1513	50	5327	10
6	13	10	14	231	338	4	1513	50	5327	10
6	13	11	15	256	363	4	1513	50	5327	10
6	13	12	16	281	388	4	1513	50	5327	10
6	13	13	17	306	413	4	1513	50	5327	10
6	13	14	18	331	438	4	1513	50	5327	10
6	13	15	19	356	463	4	1513	50	5327	10
6	13	16	20	381	488	4	1513	50	5327	10
6	13	17	21	406	513	4	1513	50	5327	10
6	13	18	22	431	538	4	1513	50	5327	10
6	13	19	23	456	563	4	1513	50	5327	10
6	13	20	24	481	588	4	1513	50	5327	10
6	13	21	25	506	613	4	1513	50	5327	10
6	13	22	26	531	638	4	1513	50	5327	10
6	13	23	27	556	663	4	1513	50	5327	10
6	13	24	28	581	688	4	1513	50	5327	10
6	13	25	29	606	713	4	1513	50	5327	10
6	13	26	30	631	738	4	1513	50	5327	10
6	13	27	31	656	763	4	1513	50	5327	10
6	13	28	32	681	788	4	1513	50	5327	10
6	13	29	33	706	813	4	1513	50	5327	10
6	13	30	34	731	838	4	1513	50	5327	10
6	13	31	35	756	863	4	1513	50	5327	10
6	13	32	36	781	888	4	1513	50	5327	10
6	13	33	37	806	913	4	1513	50	5327	10
6	13	34	38	831	938	4	1513	50	5327	10
6	13	35	39	856	963	4	1513	50	5327	10
6	13	36	40	881	988	4	1513	50	5327	10
7	10	1	5	7	110	4	1687	50	5474	10
7	10	2	6	32	135	4	1687	50	5474	10
7	10	3	7	57	160	4	1687	50	5474	10
7	10	4	8	82	185	4	1687	50	5474	10
7	10	5	9	107	210	4	1687	50	5474	10
7	10	6	10	132	235	4	1687	50	5474	10
7	10	7	11	157	260	4	1687	50	5474	10
7	10	8	12	182	285	4	1687	50	5474	10
7	10	9	13	207	310	4	1687	50	5474	10
7	10	10	14	232	335	4	1687	50	5474	10
7	10	11	15	257	360	4	1687	50	5474	10
7	10	12	16	282	385	4	1687	50	5474	10
7	10	13	17	307	410	4	1687	50	5474	10
7	10	14	18	332	435	4	1687	50	5474	10
7	10	15	19	357	460	4	1687	50	5474	10
7	10	16	20	382	485	4	1687	50	5474	10
7	10	17	21	407	510	4	1687	50	5474	10
7	10	18	22	432	535	4	1687	50	5474	10
7	10	19	23	457	560	4	1687	50	5474	10
7	10	20	24	482	585	4	1687	50	5474	10
7	10	21	25	507	610	4	1687	50	5474	10
7	10	22	26	532	635	4	1687	50	5474	10
7	10	23	27	557	660	4	1687	50	5474	10
7	10	24	28	582	685	4	1687	50	5474	10
7	10	25	29	607	710	4	1687	50	5474	10
7	10	26	30	632	735	4	1687	50	5474	10
7	10	27	31	657	760	4	1687	50	5474	10
7	10	28	32	682	785	4	1687	50	5474	10
7	10	29	33	707	810	4	1687	50	5474	10
7	10	30	34	732	835	4	1687	50	5474	10
7	10	31	35	757	860	4	1687	50	5474	10
7	10	32	36	782	885	4	1687	50	5474	10
7	10	33	37	807	910	4	1687	50	5474	10
7	10	34	38	832	935	4	1687	50	5474	10
7	10	35	39	857	960	4	1687	50	5474	10
7	10	36	40	882	985	4	1687	50	5474	10
7	11	1	5	7	111	4	1687	50	5209	10
7	11	2	6	32	136	4	1687	50	5209	10
7	11	3	7	57	161	4	1687	50	5209	10
7	11	4	8	82	186	4	1687	50	5209	10
7	11	5	9	107	211	4	1687	50	5209	10
7	11	6	10	132	236	4	1687	50	5209	10
7	11	7	11	157	261	4	1687	50	5209	10
7	11	8	12	182	286	4	1687	50	5209	10
7	11	9	13	207	311	4	1687	50	5209	10
7	11	10	14	232	336	4	1687	50	5209	10
7	11	11	15	257	361	4	1687	50	5209	10
7	11	12	16	282	386	4	1687	50	5209	10
7	11	13	17	307	411	4	1687	50	5209	10
7	11	14	18	332	436	4	1687	50	5209	10
7	11	15	19	357	461	4	1687	50	5209	10
7	11	16	20	382	486	4	1687	50	5209	10
7	11	17	21	407	511	4	1687	50	5209	10
7	11	18	22	432	536	4	1687	50	5209	10
7	11	19	23	457	561	4	1687	50	5209	10
7	11	20	24	482	586	4	1687	50	5209	10
7	11	21	25	507	611	4	1687	50	5209	10
7	11	22	26	532	636	4	1687	50	5209	10
7	11	23	27	557	661	4	1687	50	5209	10
7	11	24	28	582	686	4	1687	50	5209	10
7	11	25	29	607	711	4	1687	50	5209	10
7	11	26	30	632	736	4	1687	50	5209	10
7	11	27	31	657	761	4	1687	50	5209	10
7	11	28	32	682	786	4	1687	50	5209	10
7	11	29	33	707	811	4	1687	50	5209	10
7	11	30	34	732	836	4	1687	50	5209	10
7	11	31	35	757	861	4	1687	50	5209	10
7	11	32	36	782	886	4	1687	50	5209	10
7	11	33	37	807	911	4	1687	50	5209	10
7	11	34	38	832	936	4	1687	50	5209	10
7	11	35	39	857	961	4	1687	50	5209	10
7	11	36	40	882	986	4	1687	50	5209	10
7	12	1	5	7	112	4	1506	50	5981	5
7	12	2	6	32	137	4	1506	50	5981	5
7	12	3	7	57	162	4	1506	50	5981	5
7	12	4	8	82	187	4	1506	50	5981	5
7	12	5	9	107	212	4	1506	50	5981	5
7	12	6	10	132	237	4	1506	50	5981	5
7	12	7	11	157	262	4	1506	50	5981	5
7	12	8	12	182	287	4	1506	50	5981	5
7	12	9	13	207	312	4	1506	50	5981	5
7	12	10	14	232	337	4	1506	50	5981	5
7	12	11	15	257	362	4	1506	50	5981	5
7	12	12	16	282	387	4	1506	50	5981	5
7	12	13	17	307	412	4	1506	50	5981	5
7	12	14	18	332	437	4	1506	50	5981	5
7	12	15	19	357	462	4	1506	50	5981	5
7	12	16	20	382	487	4	1506	50	5981	5
7	12	17	21	407	512	4	1506	50	5981	5
7	12	18	22	432	537	4	1506	50	5981	5
7	12	19	23	457	562	4	1506	50	5981	5
7	12	20	24	482	587	4	1506	50	5981	5
7	12	21	25	507	612	4	1506	50	5981	5
7	12	22	26	532	637	4	1506	50	5981	5
7	12	23	27	557	662	4	1506	50	5981	5
7	12	24	28	582	687	4	1506	50	5981	5
7	12	25	29	607	712	4	1506	50	5981	5
7	12	26	30	632	737	4	1506	50	5981	5
7	12	27	31	657	762	4	1506	50	5981	5
7	12	28	32	682	787	4	1506	50	5981	5
7	12	29	33	707	812	4	1506	50	5981	5
7	12	30	34	732	837	4	1506	50	5981	5
7	12	31	35	757	862	4	1506	50	5981	5
7	12	32	36	782	887	4	1506	50	5981	5
7	12	33	37	807	912	4	1506	50	5981	5
7	12	34	38	832	937	4	1506	50	5981	5
7	12	35	39	857	962	4	1506	50	5981	5
7	12	36	40	882	987	4	1506	50	5981	5
7	13	1	6	7	138	5	1678	50	5144	5
7	13	2	7	32	163	5	1678	50	5144	5
7	13	3	8	57	188	5	1678	50	5144	5
7	13	4	9	82	213	5	1678	50	5144	5
7	13	5	10	107	238	5	1678	50	5144	5
7	13	6	11	132	263	5	1678	50	5144	5
7	13	7	12	157	288	5	1678	50	5144	5
7	13	8	13	182	313	5	1678	50	5144	5
7	13	9	14	207	338	5	1678	50	5144	5
7	13	10	15	232	363	5	1678	50	5144	5
7	13	11	16	257	388	5	1678	50	5144	5
7	13	12	17	282	413	5	1678	50	5144	5
7	13	13	18	307	438	5	1678	50	5144	5
7	13	14	19	332	463	5	1678	50	5144	5
7	13	15	20	357	488	5	1678	50	5144	5
7	13	16	21	382	513	5	1678	50	5144	5
7	13	17	22	407	538	5	1678	50	5144	5
7	13	18	23	432	563	5	1678	50	5144	5
7	13	19	24	457	588	5	1678	50	5144	5
7	13	20	25	482	613	5	1678	50	5144	5
7	13	21	26	507	638	5	1678	50	5144	5
7	13	22	27	532	663	5	1678	50	5144	5
7	13	23	28	557	688	5	1678	50	5144	5
7	13	24	29	582	713	5	1678	50	5144	5
7	13	25	30	607	738	5	1678	50	5144	5
7	13	26	31	632	763	5	1678	50	5144	5
7	13	27	32	657	788	5	1678	50	5144	5
7	13	28	33	682	813	5	1678	50	5144	5
7	13	29	34	707	838	5	1678	50	5144	5
7	13	30	35	732	863	5	1678	50	5144	5
7	13	31	36	757	888	5	1678	50	5144	5
7	13	32	37	782	913	5	1678	50	5144	5
7	13	33	38	807	938	5	1678	50	5144	5
7	13	34	39	832	963	5	1678	50	5144	5
7	13	35	40	857	988	5	1678	50	5144	5
8	10	1	6	8	135	5	1659	50	5194	10
8	10	2	7	33	160	5	1659	50	5194	10
8	10	3	8	58	185	5	1659	50	5194	10
8	10	4	9	83	210	5	1659	50	5194	10
8	10	5	10	108	235	5	1659	50	5194	10
8	10	6	11	133	260	5	1659	50	5194	10
8	10	7	12	158	285	5	1659	50	5194	10
8	10	8	13	183	310	5	1659	50	5194	10
8	10	9	14	208	335	5	1659	50	5194	10
8	10	10	15	233	360	5	1659	50	5194	10
8	10	11	16	258	385	5	1659	50	5194	10
8	10	12	17	283	410	5	1659	50	5194	10
8	10	13	18	308	435	5	1659	50	5194	10
8	10	14	19	333	460	5	1659	50	5194	10
8	10	15	20	358	485	5	1659	50	5194	10
8	10	16	21	383	510	5	1659	50	5194	10
8	10	17	22	408	535	5	1659	50	5194	10
8	10	18	23	433	560	5	1659	50	5194	10
8	10	19	24	458	585	5	1659	50	5194	10
8	10	20	25	483	610	5	1659	50	5194	10
8	10	21	26	508	635	5	1659	50	5194	10
8	10	22	27	533	660	5	1659	50	5194	10
8	10	23	28	558	685	5	1659	50	5194	10
8	10	24	29	583	710	5	1659	50	5194	10
8	10	25	30	608	735	5	1659	50	5194	10
8	10	26	31	633	760	5	1659	50	5194	10
8	10	27	32	658	785	5	1659	50	5194	10
8	10	28	33	683	810	5	1659	50	5194	10
8	10	29	34	708	835	5	1659	50	5194	10
8	10	30	35	733	860	5	1659	50	5194	10
8	10	31	36	758	885	5	1659	50	5194	10
8	10	32	37	783	910	5	1659	50	5194	10
8	10	33	38	808	935	5	1659	50	5194	10
8	10	34	39	833	960	5	1659	50	5194	10
8	10	35	40	858	985	5	1659	50	5194	10
8	11	1	6	8	136	5	1711	50	5530	10
8	11	2	7	33	161	5	1711	50	5530	10
8	11	3	8	58	186	5	1711	50	5530	10
8	11	4	9	83	211	5	1711	50	5530	10
8	11	5	10	108	236	5	1711	50	5530	10
8	11	6	11	133	261	5	1711	50	5530	10
8	11	7	12	158	286	5	1711	50	5530	10
8	11	8	13	183	311	5	1711	50	5530	10
8	11	9	14	208	336	5	1711	50	5530	10
8	11	10	15	233	361	5	1711	50	5530	10
8	11	11	16	258	386	5	1711	50	5530	10
8	11	12	17	283	411	5	1711	50	5530	10
8	11	13	18	308	436	5	1711	50	5530	10
8	11	14	19	333	461	5	1711	50	5530	10
8	11	15	20	358	486	5	1711	50	5530	10
8	11	16	21	383	511	5	1711	50	5530	10
8	11	17	22	408	536	5	1711	50	5530	10
8	11	18	23	433	561	5	1711	50	5530	10
8	11	19	24	458	586	5	1711	50	5530	10
8	11	20	25	483	611	5	1711	50	5530	10
8	11	21	26	508	636	5	1711	50	5530	10
8	11	22	27	533	661	5	1711	50	5530	10
8	11	23	28	558	686	5	1711	50	5530	10
8	11	24	29	583	711	5	1711	50	5530	10
8	11	25	30	608	736	5	1711	50	5530	10
8	11	26	31	633	761	5	1711	50	5530	10
8	11	27	32	658	786	5	1711	50	5530	10
8	11	28	33	683	811	5	1711	50	5530	10
8	11	29	34	708	836	5	1711	50	5530	10
8	11	30	35	733	861	5	1711	50	5530	10
8	11	31	36	758	886	5	1711	50	5530	10
8	11	32	37	783	911	5	1711	50	5530	10
8	11	33	38	808	936	5	1711	50	5530	10
8	11	34	39	833	961	5	1711	50	5530	10
8	11	35	40	858	986	5	1711	50	5530	10
8	12	1	6	8	137	5	1576	50	5697	5
8	12	2	7	33	162	5	1576	50	5697	5
8	12	3	8	58	187	5	1576	50	5697	5
8	12	4	9	83	212	5	1576	50	5697	5
8	12	5	10	108	237	5	1576	50	5697	5
8	12	6	11	133	262	5	1576	50	5697	5
8	12	7	12	158	287	5	1576	50	5697	5
8	12	8	13	183	312	5	1576	50	5697	5
8	12	9	14	208	337	5	1576	50	5697	5
8	12	10	15	233	362	5	1576	50	5697	5
8	12	11	16	258	387	5	1576	50	5697	5
8	12	12	17	283	412	5	1576	50	5697	5
8	12	13	18	308	437	5	1576	50	5697	5
8	12	14	19	333	462	5	1576	50	5697	5
8	12	15	20	358	487	5	1576	50	5697	5
8	12	16	21	383	512	5	1576	50	5697	5
8	12	17	22	408	537	5	1576	50	5697	5
8	12	18	23	433	562	5	1576	50	5697	5
8	12	19	24	458	587	5	1576	50	5697	5
8	12	20	25	483	612	5	1576	50	5697	5
8	12	21	26	508	637	5	1576	50	5697	5
8	12	22	27	533	662	5	1576	50	5697	5
8	12	23	28	558	687	5	1576	50	5697	5
8	12	24	29	583	712	5	1576	50	5697	5
8	12	25	30	608	737	5	1576	50	5697	5
8	12	26	31	633	762	5	1576	50	5697	5
8	12	27	32	658	787	5	1576	50	5697	5
8	12	28	33	683	812	5	1576	50	5697	5
8	12	29	34	708	837	5	1576	50	5697	5
8	12	30	35	733	862	5	1576	50	5697	5
8	12	31	36	758	887	5	1576	50	5697	5
8	12	32	37	783	912	5	1576	50	5697	5
8	12	33	38	808	937	5	1576	50	5697	5
8	12	34	39	833	962	5	1576	50	5697	5
8	12	35	40	858	987	5	1576	50	5697	5
8	13	1	6	8	138	5	1640	50	5472	5
8	13	2	7	33	163	5	1640	50	5472	5
8	13	3	8	58	188	5	1640	50	5472	5
8	13	4	9	83	213	5	1640	50	5472	5
8	13	5	10	108	238	5	1640	50	5472	5
8	13	6	11	133	263	5	1640	50	5472	5
8	13	7	12	158	288	5	1640	50	5472	5
8	13	8	13	183	313	5	1640	50	5472	5
8	13	9	14	208	338	5	1640	50	5472	5
8	13	10	15	233	363	5	1640	50	5472	5
8	13	11	16	258	388	5	1640	50	5472	5
8	13	12	17	283	413	5	1640	50	5472	5
8	13	13	18	308	438	5	1640	50	5472	5
8	13	14	19	333	463	5	1640	50	5472	5
8	13	15	20	358	488	5	1640	50	5472	5
8	13	16	21	383	513	5	1640	50	5472	5
8	13	17	22	408	538	5	1640	50	5472	5
8	13	18	23	433	563	5	1640	50	5472	5
8	13	19	24	458	588	5	1640	50	5472	5
8	13	20	25	483	613	5	1640	50	5472	5
8	13	21	26	508	638	5	1640	50	5472	5
8	13	22	27	533	663	5	1640	50	5472	5
8	13	23	28	558	688	5	1640	50	5472	5
8	13	24	29	583	713	5	1640	50	5472	5
8	13	25	30	608	738	5	1640	50	5472	5
8	13	26	31	633	763	5	1640	50	5472	5
8	13	27	32	658	788	5	1640	50	5472	5
8	13	28	33	683	813	5	1640	50	5472	5
8	13	29	34	708	838	5	1640	50	5472	5
8	13	30	35	733	863	5	1640	50	5472	5
8	13	31	36	758	888	5	1640	50	5472	5
8	13	32	37	783	913	5	1640	50	5472	5
8	13	33	38	808	938	5	1640	50	5472	5
8	13	34	39	833	963	5	1640	50	5472	5
8	13	35	40	858	988	5	1640	50	5472	5
9	10	1	6	9	135	5	1580	50	5067	0
9	10	2	7	34	160	5	1580	50	5067	0
9	10	3	8	59	185	5	1580	50	5067	0
9	10	4	9	84	210	5	1580	50	5067	0
9	10	5	10	109	235	5	1580	50	5067	0
9	10	6	11	134	260	5	1580	50	5067	0
9	10	7	12	159	285	5	1580	50	5067	0
9	10	8	13	184	310	5	1580	50	5067	0
9	10	9	14	209	335	5	1580	50	5067	0
9	10	10	15	234	360	5	1580	50	5067	0
9	10	11	16	259	385	5	1580	50	5067	0
9	10	12	17	284	410	5	1580	50	5067	0
9	10	13	18	309	435	5	1580	50	5067	0
9	10	14	19	334	460	5	1580	50	5067	0
